子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"中国稀土股价跌5.11%,华安基金旗下4只基金重仓,合计持有144.48万股浮亏损失421.88万元",9月4日 10:09,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,苏新基金旗下1只基金重仓,持有3.25万股浮亏损失9.49万元",9月4日 10:09,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,银河基金旗下2只基金重仓,合计持有39.79万股浮亏损失116.19万元",9月4日 10:09,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,国泰基金旗下4只基金重仓,合计持有19.48万股浮亏损失56.88万元",9月4日 10:09,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,长安基金旗下4只基金重仓,合计持有64.7万股浮亏损失188.91万元",9月4日 10:09,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,嘉实基金旗下3只基金重仓,合计持有466.87万股浮亏损失1363.27万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,诺安基金旗下1只基金重仓,持有57.41万股浮亏损失167.64万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,工银瑞信基金旗下1只基金重仓,持有49.63万股浮亏损失144.92万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,广发基金旗下1只基金重仓,持有20.81万股浮亏损失60.77万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,长盛基金旗下3只基金重仓,合计持有36.12万股浮亏损失105.47万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,华泰柏瑞基金旗下1只基金重仓,持有174.63万股浮亏损失509.93万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,易方达基金旗下1只基金重仓,持有32.71万股浮亏损失95.51万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
"中国稀土股价跌5.11%,申万菱信基金旗下2只基金重仓,合计持有9.48万股浮亏损失27.68万元",9月4日 10:08,0,,,非百家号页面，跳过评论爬取,,0
