子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
20余款全新游戏大作即将登陆鸿蒙5,9月5日 13:40,0,,,非百家号页面，跳过评论爬取,,0
华为Mate XTs开启鸿蒙版飞书新体验,9月5日 09:26,0,,,非百家号页面，跳过评论爬取,,0
QQ飞车手游鸿蒙版正式上架，MateTV，鸿蒙全场景游戏大有不同,9月5日 00:00,0,,,非百家号页面，跳过评论爬取,,0
华为Mate XTs 非凡大师携全新品牌LOGO亮相,9月4日 22:51,0,,,非百家号页面，跳过评论爬取,,0
"华为发布Mate XTs三折叠屏手机,搭载全新麒麟9020芯片",9月4日 19:20,0,,,非百家号页面，跳过评论爬取,,0
《金铲铲之战》鸿蒙版9月25日上架，Mate XTs超宽视界颠覆游戏体验,9月4日 18:52,0,,,无评论,,0
"三屏自由切换、多窗并行效率翻倍,华为 Mate XTs 开启鸿蒙版飞书新体验",9月4日 18:34,0,,,非百家号页面，跳过评论爬取,,0
QQ飞车手游鸿蒙版正式上架MateTV,9月4日 18:32,0,,,非百家号页面，跳过评论爬取,,0
鸿蒙游戏大有不同!华为MateXTs与MateTV重塑游戏体验,9月4日 16:54,0,,,非百家号页面，跳过评论爬取,,0
华为发布会官宣:九月起大批热门鸿蒙游戏上线,9月4日 15:48,0,,,非百家号页面，跳过评论爬取,,0
华为携手刘德华发布Mate XTs 非凡大师及全场景新品,9月4日 12:20,0,,,非百家号页面，跳过评论爬取,,0
华为鸿蒙5发布,8月30日 17:20,0,,,非百家号页面，跳过评论爬取,,0
