子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
361度解约“最快女护士”,9月5日 17:34,0,,,无评论,,0
张水华哈尔滨马拉松总排名第九,9月5日 12:25,0,,,非百家号页面，跳过评论爬取,,0
“最快女护士”夺冠后落泪吐槽领导,9月5日 12:01,0,,,非百家号页面，跳过评论爬取,,0
张水华因工作繁忙请假调休,9月4日 22:06,0,,,非百家号页面，跳过评论爬取,,0
361度与“最快女护士”解约,9月4日 17:12,0,,,非百家号页面，跳过评论爬取,,0
"361度被曝与马拉松运动员“最快女护士”解约,公司暂无回应",9月4日 11:21,0,,,非百家号页面，跳过评论爬取,,0
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,1,星宇梦游者,09-04 05:16,全国哪个护士能做到马拉松比赛第一？这是卫生系统的骄傲和人才，要正确引导，正面鼓励！这家医院就这一个护士值班吗？院领导要意识到，抓住机遇，完全可以利用她的名气做好宣传，提高知名度，坐下来好好沟通吧，张护士也要冷静下来，这个事情是可以双赢的！,北京,3
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,2,作曲家爱士多,09-03 10:49,这个视角很有趣哦👀,海南,2
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,3,水木为杰,09-04 17:00,那就有少数咯,上海,0
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,4,文曲星来了,09-04 09:14,看来各行各业都不易，咱们得多些理解和尊重，为默默付出的医护人员点赞！,,0
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,5,子曦慕斯,09-04 09:21,很奇怪的解释，既然都能正常休息，那她还哭诉啥呢，好像是她在哭诉不能调休吧，都是她在埋怨吧，这夫妻俩儿说话自相矛盾呀,上海,5
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,6,星宇梦游者,09-06 12:53,通过医术也就地方有点名气，这个全国出名了，这是现实,北京,0
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末!医院、人社部门等多方回应争议点",9月3日 10:47,7,用事实说话123456,09-06 16:39,没旷工能代表她上班尽职尽责了吗？护理行业难道就应该是儿戏行业了！！！？,湖北,0
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末",9月3日 09:49,1,Kawaii赤CRM,09-03 10:25,张水华真拼，夜班后刻苦训练夺冠。丈夫澄清了事实，护士周末其实挺充裕的。,青海,4
"“最快女护士”丈夫发声:并非经常调休,科室大多数护士每月能有两次或以上的完整周末",9月3日 09:49,2,汤姆文库,09-03 19:08,差不多可以带货了,重庆,5
生理期跑马拉松夺冠！女护士哭诉领导不给她调班,9月2日 16:44,0,,,非百家号页面，跳过评论爬取,,0
"“最快女护士”跑马夺冠后,哭求“领导支持调休”,网友吵翻了",9月2日 15:20,1,赵欣慰168,09-02 16:47,要求支持没有错，给单位也有荣誉，，，,上海,0
"“最快女护士”跑马夺冠后,哭求“领导支持调休”,网友吵翻了",9月2日 15:20,2,男神的锁心尘,09-02 16:45,张护士带病夺冠真拼，希望她的努力能被理解。（15字）,湖北,0
“最快女护士”哭求领导支持调休引争议,9月2日 12:35,0,,,非百家号页面，跳过评论爬取,,0
"护士全马夺冠后续:三个月参赛十次,喊话调休惹争议,网友:情商低",9月2日 10:39,0,,,非百家号页面，跳过评论爬取,,0
"“最快女护士”哭求调休跑马拉松,福州市卫健委回应",9月2日 10:39,0,,,非百家号页面，跳过评论爬取,,0
哈尔滨马拉松张水华哭求调休参赛,9月1日 21:39,0,,,非百家号页面，跳过评论爬取,,0
“最快女护士”哭求领导支持调休跑马引热议，其个人账号已关评,9月1日 14:43,1,咸鱼Rr19,09-02 14:11,利精主义者  可笑,广东,0
“最快女护士”哭求领导支持调休跑马引热议，其个人账号已关评,9月1日 14:43,2,热烈又飘然丶光芒6,09-02 12:15,张水华护士跑马夺冠真棒，兼顾工作与热爱不易，为你点赞。,江西,0
女护士马拉松夺冠喊话领导要调休,9月1日 13:59,0,,,非百家号页面，跳过评论爬取,,0
