子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"时隔四年,华为再次公布麒麟芯片",9月6日 07:38,0,,,非百家号页面，跳过评论爬取,,0
"华为Mate XTs 非凡大师及全场景新品发布会召开,多款重磅产品正式亮相",9月5日 15:39,0,,,无评论,,0
华为Mate XTs 非凡大师发布,9月5日 15:18,0,,,非百家号页面，跳过评论爬取,,0
华为Mate XTs非凡大师再现折叠屏创新,9月5日 13:42,1,青云不吃甜mi,09-05 20:10,华为折叠屏创新真亮眼，麒麟芯片回归自信十足，轻薄大屏办公体验起飞了。,海南,0
华为发布全新Mate XTs 非凡大师,9月5日 10:58,0,,,无评论,,0
"华为Mate XTs 非凡大师及全场景新品发布会召开,多款产品正式亮相",9月5日 09:42,0,,,非百家号页面，跳过评论爬取,,0
麒麟芯片时隔四年正式回归 华为Mate 80麒麟9030可期:性能、工艺新突破,9月5日 06:43,0,,,非百家号页面，跳过评论爬取,,0
"华为发布全新Mate XTs 非凡大师,巅峰之上,再展非凡",9月5日 00:00,0,,,非百家号页面，跳过评论爬取,,0
时隔4年华为再公开麒麟芯片型号,9月4日 21:17,1,南京的倩女幽魂,09-05 11:17,华为新折叠机真给力，麒麟9020性能大增价格更亲民，技术突破太牛了。,辽宁,0
华为成业界唯一推进商用三折叠手机的品牌,9月4日 20:02,0,,,非百家号页面，跳过评论爬取,,0
"华为发布Mate XTs非凡大师折叠屏手机,17999元起售",9月4日 18:40,0,,,非百家号页面，跳过评论爬取,,0
华为新三折叠Mate XTs芯片曝光,9月4日 17:57,1,Kenny喜欢夜Run,09-04 23:00,华为工程师太拼了，技术突破真给力，职场人都有底气了。,上海,0
麒麟芯片时隔四年重现华为发布会,9月4日 15:40,0,,,非百家号页面，跳过评论爬取,,0
华为发布会!余承东官宣麒麟9020,9月4日 14:47,0,,,非百家号页面，跳过评论爬取,,0
华为携手刘德华发布Mate XTs 非凡大师及全场景新品,9月4日 12:20,0,,,非百家号页面，跳过评论爬取,,0
华为首次公布三折叠芯片 麒麟芯片时隔四年重磅回归,9月4日 00:00,0,,,非百家号页面，跳过评论爬取,,0
