子事件,子事件时间,评论序号,用户ID,评论时间,评论内容,用户位置,评论点赞量
"吴艳妮被无视!世界田联官网提都没提她,孤身奋战,1v3日本劲敌",9月10日 08:57,0,,,非百家号页面，跳过评论爬取,,0
吴艳妮压线晋级东京世锦赛，填补中国女子短跨十年空白,9月9日 06:22,1,芷芷爱吃pizza,09-09 06:46,吴艳妮太燃了！十年空白就这样填补，带伤坚持真不易。东京冲起来，期待新纪录！,四川,0
吴艳妮入围世锦赛，中国田径队出征,9月7日 13:07,0,,,非百家号页面，跳过评论爬取,,0
中国田径队公布东京世界田径锦标赛参赛名单,9月6日 20:35,1,护航天使Mandy,09-08 19:29,中国田径队73名健儿出征东京，阵容强大，期待他们赛出好成绩。,辽宁,0
吴艳妮压线晋级世锦赛，填补中国女子短跨10年空白,9月6日 16:23,0,,,非百家号页面，跳过评论爬取,,0
中国田协公布世锦赛参赛名单,9月6日 15:53,0,,,非百家号页面，跳过评论爬取,,0
中国田径队公布东京世锦赛名单,9月6日 15:51,1,爱死小猪佩q,09-06 16:48,很欣赏作者的观点！,广东,0
"吴艳妮:硬实力不足,靠积分进世锦赛很欣慰",9月6日 15:25,0,,,非百家号页面，跳过评论爬取,,0
吴艳妮晋级背后的中国田径困境与倔强突破,9月6日 12:18,0,,,非百家号页面，跳过评论爬取,,0
吴艳妮回应压线晋级东京世锦赛,9月6日 11:38,0,,,非百家号页面，跳过评论爬取,,0
